ID;Deal ID;Data source type;URL;File;Publication title;Date;Name;Organisation;Email;Phone;Open Contracting ID;Comment on data source
CxPIYH_r;840;Company sources;http://www.palmasdelixcan.com/nosotros.php;uploads/palmasdelixcancomnosotrosphp.pdf;;;;;;;;
YegbSn3z;840;Company sources;http://www.palmasdelixcan.com/asociados.php;uploads/palmasdelixcancomasociadosphp.pdf;;;;;;;;
rkutgjC6;840;Media report;https://cmiguate.org/palma-africana-y-empresas-se-expanden-aceleradamente-a-lo-largo-de-la-ftn/;uploads/scmiguateorgpalma-africana-y-empresas-se-expanden-aceleradamente-a-lo-largo-de-la-ftn.pdf;;;;;;;;
A0_nT7PU;843;Media report;http://www.fao.org/docs/eims/upload/276609/monocultures.pdf;uploads/faoorgdocseimsupload276609monoculturespdf.pdf;;;;;;;;
YSv6M9Ut;843;Media report;http://www.eleconomista.net/2011/06/24/empresas/126352-grupo-pellas-adquiere-ingenio-azucarero-en-guatemala-html;uploads/eleconomistanet20110624empresas126352-grupo-pellas-adquiere-ingenio-azucarero-en-guatemala-html.pdf;;;;;;;;
mzGIjH62;843;Media report;http://www.albasud.org/blog/es/283/valle-del-polochic-ni-la-cana-de-azucar-ni-la-palma-africana-nos-alimentan;uploads/albasudorgbloges283valle-del-polochic-ni-la-cana-de-azucar-ni-la-palma-africana-nos-alimentan.pdf;;2012-05-03;;;;;;
Xza4nLSS;843;Media report;http://elsoca.org/index.php/america-central/guatemala/2961-guatemala-grupo-pellas-provoca-nuevo-derramamiento-de-sangre-en-valle-del-polochic;uploads/elsocaorgindexphpamerica-centralguatemala2961-guatemala-grupo-pellas-provoca-nuevo-derramamiento-de-sangre-en-valle-del-polochic.pdf;;;;;;;;
6pVbzD_p;843;Media report;http://www.srfood.org/images/stories/pdf/officialreports/20100305_a-hrc-13-33-add4_country-mission-guatemala_en.pdf;uploads/srfoodorgimagesstoriespdfofficialreports20100305_a-hrc-13-33-add4_country-mission-guatemala_enpdf.pdf;;;;;;;;
pY1MbFO_;843;Media report;http://www.laprensa.com.ni/2011/06/23/economia/64485-grupo-pellas-invierte-ingenio;uploads/laprensacomni20110623economia64485-grupo-pellas-invierte-ingenio.pdf;;2011-06-23;;;;;;
1lo62qnl;843;Company sources;http://www.notipellas.com/index.php?option=com_content&view=article&id=852;uploads/notipellascomindexphpoptioncom_contentviewarticleid852.pdf;;2011-11-18;;;;;;
tvEpRFdg;843;Media report;http://www.clocviacampesina.org/news_english.php?id=108;uploads/clocviacampesinaorgnews_englishphpid108.pdf;;2013-02-17;;;;;;
sA2T5gru;843;Media report;http://www.americaeconomia.com/negocios-industrias/ingenio-chabil-utzaj-inicia-labores-en-guatemala;uploads/americaeconomiacomnegocios-industriasingenio-chabil-utzaj-inicia-labores-en-guatemala.pdf;;2012-02-01;;;;;;
DZFTXQ2G;843;Media report;http://www.plazapublica.com.gt/content/bienestarina-azucarada-en-el-valle-del-polochic;uploads/plazapublicacomgtcontentbienestarina-azucarada-en-el-valle-del-polochic.pdf;;2011-11-28;;;;;;
7yUk0hao;843;Media report;http://www.prensalibre.com/noticias/Gobierno-entregara-septiembre-pobladores-Polochic_0_949705291.html;uploads/valle-polochic-1.pdf;;2013-07-04;;;;;;The Guatemalan president, Otto Perez Molina has announced 300 families will have new land according with government promises.
utFgRBEU;843;Company sources;https://www.facebook.com/pg/Ingenio-SER-Chabil-Utzaj-SA-137433833116776/posts/?ref=page_internal;uploads/sfacebookcompgingenio-ser-chabil-utzaj-sa-137433833116776postsrefpage_internal.pdf;;;;;;;;
eqZFpATK;843;Media report;https://cmiguate.org/emplazamiento-al-jimmy-morales-en-relacion-a-la-situacion-del-polochic/;uploads/scmiguateorgemplazamiento-al-jimmy-morales-en-relacion-a-la-situacion-del-polochic.pdf;;;;;;;;
GKvaUrCR;843;Media report;http://7.americaeconomia.com/negocios-industrias/ingenio-chabil-utzaj-inicia-labores-en-guatemala;uploads/7americaeconomiacomnegocios-industriasingenio-chabil-utzaj-inicia-labores-en-guatemala.pdf;;;;;;;;
y3mMFrUA;843;Media report;http://www.rel-uita.org/derechos-humanos/mas-desalojos-violencia-y-represion-en-el-polochic/;uploads/rel-uitaorgderechos-humanosmas-desalojos-violencia-y-represion-en-el-polochic.pdf;;;;;;;;
CXc4sPbr;843;Media report;https://elsoca.org/index.php/america-central/guatemala/2961-guatemala-grupo-pellas-provoca-nuevo-derramamiento-de-sangre-en-valle-del-polochic;uploads/selsocaorgindexphpamerica-centralguatemala2961-guatemala-grupo-pellas-provoca-nuevo-derramamiento-de-sangre-en-valle-del-polochic.pdf;;;;;;;;
I29RvvyG;843;Company sources;http://notipellas.com/es/empresas-ser-con-gran-desempeno-en-zafra-2013-2014/;uploads/notipellascomesempresas-ser-con-gran-desempeno-en-zafra-2013-2014.pdf;;;;;;;;
xkCk0HE4;843;Media report;https://republica.gt/2017/02/25/crimen-organizado-tras-ingobernabilidad-en-valle-del-polochic/;;;2017;;;;;;
6ipk1s9R;844;Personal information;;;;;;;;;;"Own elaboration of the Institute of Agrarian and Rural Studies of the Platform of NGOs and Cooperatives of Guatemala (IDEAR-CONGCOOP), based on: 1) Alonso-Fradejas, A.; Caal J.L, y Chichilla, T (2010). ""Caña de azúcar, palma africana y el capitalismo agra"
kI0UMCYD;844;Company sources;http://www.agroamerica.com/eng/what_palm_oil.php;uploads/agroamericacomengwhat_palm_oilphp.pdf;;;;;;;;
gr6uFLt4;844;Research Paper / Policy Report;http://www.guatemala.at/navegation_links/archiv/10-2008%20ca%F1a%20de%20azucar%20y%20palma%20africana%2010-08.pdf;uploads/guatemalaatnavegation_linksarchiv10-200820caf1a20de20azucar20y20palma20africana2010-08pdf.pdf;;;;;;;;
F5oDeZpK;844;Company sources;http://agroamerica.com/nuestra-historia/;uploads/agroamericacomnuestra-historia.pdf;;;;;;;;
G93fiiBb;844;Company sources;http://agroamerica.com/aceites/;uploads/agroamericacomaceites.pdf;;;;;;;;
yHThiknK;844;Company sources;http://www.extractoralafrancia.com/historia;uploads/extractoralafranciacomhistoria.pdf;;;;;;;;
FOnDAQpA;844;Research Paper / Policy Report;http://americalatina.landcoalition.org/sites/default/files/Plantaciones_y_despojo-Guatemala-sXXI_1.pdf;uploads/americalatinalandcoalitionorgsitesdefaultfilesplantaciones_y_despojo-guatemala-sxxi_1pdf.pdf;;;;;;;;
5k1uss8M;844;Company sources;https://rspo.org/file/acop2016/submissions/agrocaribe-ACOP2016.pdf;uploads/srspoorgfileacop2016submissionsagrocaribe-acop2016pdf.pdf;;;;;;;;RSPO Annual report the increase of land and land production. 
XGmlcHX1;844;Research Paper / Policy Report;http://www.actionaid.org/sites/files/actionaid/el_mercado_de_los_agrocombustibles.pdf;uploads/actionaidorgsitesfilesactionaidel_mercado_de_los_agrocombustiblespdf.pdf;;;;;;;;
9dd8oLiO;844;Media report;http://www.rspo.org/sites/default/files/ACOP2012_GRW_1-0069-08-000-00-61.pdf;uploads/rspoorgsitesdefaultfilesacop2012_grw_1-0069-08-000-00-61pdf.pdf;;;;;;;;
iMXGstpI;844;Media report;http://www.agter.asso.fr/IMG/pdf/foro_2011_05_tierras-comunales_guatemala_anexos_diaporama_hurtado-laura.pdf;uploads/agterassofrimgpdfforo_2011_05_tierras-comunales_guatemala_anexos_diaporama_hurtado-laurapdf.pdf;;;;;;;;
9-OLIBWE;844;Research Paper / Policy Report;http://www.oxfamamerica.org/static/media/files/the-power-of-oil-palm.pdf;uploads/oxfamamericaorgstaticmediafilesthe-power-of-oil-palmpdf.pdf;;;;;;;;
qowzrILF;844;Personal information;;;;;Alberto Alonso;CONGCOOP;a.alonso@congcoop.org.gt;;;
79ggY-QF;844;Media report;http://www.nisgua.org/themes_campaigns/index.asp?id=3032;uploads/nisguaorgthemes_campaignsindexaspid3032.pdf;;2007-01-01;;;;;;
DUgZ1f2p;844;Media report;http://www.elperiodico.com.gt/es//pais/28449;uploads/elperiodicocomgtespais28449.pdf;;;;;;;;
b2Yx1koF;844;Company sources;http://www.agroamerica.com/quienes_mision.php;uploads/agroamericacomquienes_misionphp.pdf;;;;;;;;
I6xtTppR;844;Company sources;https://www.rspo.org/file/acop2016/submissions/agrocaribe-ACOP2016.pdf;uploads/srspoorgfileacop2016submissionsagrocaribe-acop2016pdf.pdf;;;;;;;;The RSPO Annual 2016 report the land under production and total land
8yPmL3st;869;Media report;http://www.empresasnews.com/noticia-396.html;uploads/empresasnewscomnoticia-396html.pdf;;2009-08-04;;;;;;
wD2dXxe6;869;Company sources;http://carloscasadosa.com/en/news/article.php?cresca-sa-agreement-with-cresud-7;uploads/carloscasadosacomennewsarticlephpcresca-sa-agreement-with-cresud-7.pdf;;2013-01-01;;;;;;
pkDnuD5Y;869;Company sources;http://www.mzweb.com.br/brasilagro2011/web/conteudo_en.asp?idioma=1&conta=44&tipo=36895;uploads/mzwebcombrbrasilagro2011webconteudo_enaspidioma1conta44tipo36895.pdf;;;;;;;;
M9XLZDz5;869;Company sources;http://www.mzweb.com.br/brasilagro2011/web/conteudo_en.asp?conta=44&id=185769&tipo=36929&idioma=1;uploads/mzwebcombrbrasilagro2011webconteudo_enaspconta44id185769tipo36929idioma1.pdf;;;;;;;;
yPURgZei;869;Company sources;http://www.brasil-agro.com/brasilagro2011/web/conteudo_en.asp?idioma=1&conta=44&tipo=36894;uploads/brasil-agrocombrasilagro2011webconteudo_enaspidioma1conta44tipo36894.pdf;;;;;;;;
qgZkHr_X;869;Media report;https://www.survival.es/indigenas/ayoreo;uploads/www-survival-es-indigenas-ayoreo.pdf;Los Ayoreo;;;Survival;;;;
N76QZ82k;877;Media report;http://infocampo.com.ar/nota/campo/39401/calyx-agro-la-compania-de-louis-dreyfus-para-el-farming-y-real-estate;uploads/infocampocomarnotacampo39401calyx-agro-la-compania-de-louis-dreyfus-para-el-farming-y-real-estate.pdf;;2012-12-21;;;;;;
57Lo4hJV;877;Media report;http://www.landandpoverty.com/agenda/pdfs/paper/de_laperouse_paper.pdf;uploads/landandpovertycomagendapdfspaperde_laperouse_paperpdf.pdf;;;;;;;;
Yap5aI9M;877;Company sources;http://www.calyxagro.com/pg/pdf/lamilagrosa.pdf;uploads/calyxagrocompgpdflamilagrosapdf.pdf;;2013-11-04;;;;;;"(Last web access)
La Milagrosa Farm brochure"
H1b9Hr3B;933;Media report;http://farmlandgrab.org/post/view/18511;uploads/farmlandgraborgpostview18511.pdf;;2011-01-01;;;;;;
TXUjBgYg;933;Media report;http://ea.com.py/en-uruguay-15-empresas-concentran-tierras-por-el-equivalente-a-3-departamentos/;uploads/eacompyen-uruguay-15-empresas-concentran-tierras-por-el-equivalente-a-3-departamentos.pdf;;2013-01-01;;;;;;
1GNILAch;933;Media report;http://perspectivadesdelsur.blogspot.com.ar/2013/06/neocolonialismo-empresas-vinculadas-al.html;uploads/perspectivadesdelsurblogspotcomar201306neocolonialismo-empresas-vinculadas-alhtml.pdf;;;;;;;;
WZxYEDIr;933;Media report;http://www.alejandroilundain.com/2013/07/25/el-tejar-deja-de-arrendar-y-solo-trabajara-sus-campos/;uploads/alejandroilundaincom20130725el-tejar-deja-de-arrendar-y-solo-trabajara-sus-campos.pdf;;;;;;;;
fgHHsrC4;933;Company sources;http://eltejar.com/nosso-negocio/;uploads/eltejarcomnosso-negocio.pdf;;;;;;;;
3eMPTk5V;933;Media report;https://www.iprofesional.com/notas/181257-La-argentina-El-Tejar-vendio-su-negocio-en-Uruguay-por-us170-millones;uploads/www-iprofesional-com-notas-181257-La-argentina-El-Tejar-vendio-su-negocio-en-Uru.pdf;La argentina El Tejar vendió su negocio en Uruguay por u$s170 millones;2014-02-25;;;;;;
TbJc347k;934;Media report;http://farmlandgrab.org/post/view/18487;uploads/farmlandgrab.org _ « Spéculer, c’est espérer », clame Olivier Combastet.934.pdf;;2011-01-01;;;;;;
byS9RE0n;934;Company sources;http://www.pergam.net/EN/Private_Equity.html;uploads/PERGAM.934.pdf;;2013-05-15;;;;;;
aPNBkanF;934;Company sources;http://camposorientales.com/es/about/about_experience.php;uploads/Experiencia - Nosotros - Campos Orientales.934.pdf;;;;;;;;
4DzhAVXX;934;Company sources;https://www.facebook.com/profile.php?id=100027654894982;uploads/www-facebook-com-profile-php_id=100027654894982.pdf;;;;;;;;
rlwpxtOU;937;Media report;http://farmlandgrab.org/post/view/18511;uploads/farmlandgraborgpostview18511.pdf;;2011-01-01;;;;;;
-to-WcKh;937;Company sources;http://www.adecoagro.com/index.php?seccion_generica_id=102;uploads/adecoagrocomindexphpseccion_generica_id102.pdf;;;;;;;;
3656Mi9g;937;Company sources;http://www.adecoagro.com/index.php?seccion_generica_id=128;uploads/adecoagrocomindexphpseccion_generica_id128.pdf;;;;;;;;
QxwHmMAO;937;Company sources;http://www.adecoagro.com/DinamicPage.Aspx?midpid=103&mimid=3&miid=99;uploads/adecoagrocomdinamicpageaspxmidpid103mimid3miid99.pdf;;;;;;;;
vFfXFvw4;937;Company sources;http://www.adecoagro.com/DinamicPage.Aspx?midpid=4&mimid=1&miid=8;uploads/adecoagrocomdinamicpageaspxmidpid4mimid1miid8.pdf;;;;;;;;
pJuiSeF_;937;Company sources;;;Reporte de Sustentabilidad 2021;;;;;;;
Chpv92JI;962;Company sources;http://www.ktg-agrar.de/downloads/16-89-421/131011_ktg_agrar_d_rz_s.pdf;uploads/ktg-agrardedownloads16-89-421131011_ktg_agrar_d_rz_spdf.pdf;;2013-10-11;;;;;;
S0CyJBNg;962;Media report;http://www.finanztreff.de/news/wie-geht-es-nach-der-insolvenz-der-ktg-agrar-weiter/11416121;uploads/finanztreffdenewswie-geht-es-nach-der-insolvenz-der-ktg-agrar-weiter11416121.pdf;;2016-07-19;;;;;;
npmXqDVI;962;Media report;http://www.aktiencheck.de/analysen/Artikel-KTG_Agrar_wie_geht_es_weiter_Insolvenz-7323711;uploads/aktiencheckdeanalysenartikel-ktg_agrar_wie_geht_es_weiter_insolvenz-7323711.pdf;;2016-07-26;;;;;;
jNbm0Zk9;962;Media report;http://www.faz.net/aktuell/finanzen/anleihen-zinsen/mittelstandsanleihen/ktg-agrar-ist-pleite-14325296.html;uploads/faznetaktuellfinanzenanleihen-zinsenmittelstandsanleihenktg-agrar-ist-pleite-14325296html.pdf;;2016-07-02;;;;;;
llD619Bx;962;Media report;https://sekunde.lt/leidinys/old_turinys/zemes-trauka/;uploads/Žemės trauka — sekunde.lt.pdf;;;;;;;;
RKklfuDb;962;Media report;https://2014.esinvesticijos.lt/lt/paraiskos_ir_projektai/uab-ktg-agrar-darbuotoju-kvalifikacijos-tobulinimas;uploads/UAB _KTG Agrar_ employee qualification improvement _ 2014-2020 European Union fund investments in Lithuania.pdf;;;;;;;;
BjmlYB3C;962;Media report;https://jurbarkosviesa.lt/siuksles-gedina-darbai-skatina-didziuotis/;uploads/Šiukšlės gėdina, darbai skatina didžiuotis - Jurbarko „Šviesa”.pdf;;;;;;;;
940HwwJf;962;Media report;https://view.news.eu.nasdaq.com/view?id=bc9eb7b1eff6c809de00ce3ae0bdeefa0&lang=en;uploads/AUGA group, AB acquires agricultural subsidiaries of German company KTG AGRAR SE in Lithuania.pdf;;;;;;;;
r0KQ4QnU;962;Media report;https://www.proplanta.de/agrar-nachrichten/unternehmen/ktg-agrar-baut-dritten-standort-in-litauen-auf_article1211199355.html;uploads/KTG Agrar baut dritten Standort in Litauen auf _ proplanta.de.pdf;;;;;;;;
uDq6ldu6;962;Media report;https://auga.lt/en/media/auga-group-isigyja-ktg-agrar-valdoma-zemes-ukio-versla-lietuvoje/;uploads/AUGA group, AB acquires agricultural business units of KTG AGRAR SE in Lithuania - AUGA.pdf;;;;;;;;
SicWPZ1p;962;Research Paper / Policy Report;;uploads/2. Consolidated unaudited financial statements for the 12 months ending on December 31 2017.pdf;;;;;;;;
iIiBu7Ix;962;Media report;https://www.manoukis.lt/mano-ukis-zurnalas/2015/11/imones-strategija-pletoti-ekologini-ukininkavima/;uploads/My farm - The company's strategy is to develop organic farming.pdf;;;;;;;;
jFFN9vAt;981;Company sources;https://inglebyfarms.com/farms/romania/;uploads/Ingleby_Romania_fzuufdz.pdf;;2025-02-03;;;;;;Infromation about opearting in Romania. The date of access to the website is indicated
VKRt7cQM;981;Media report;https://www.arc2020.eu/scandinavian-company-extends-its-reach-into-eastern-europe/;uploads/arc2020eufront201308scandinavian-company-extends-its-reach-into-eastern-europe.pdf;;2013-08-20;;;;;;About land acquisition
44xofxpp;981;Company sources;https://inglebyfarms.com/images/Circles/CSR_report_2019-2020.pdf;uploads/csr_report_2019-2020_aDsV7It.pdf;;2020;;;;;;Annual report for 2019/2020
dEUre_FS;981;Media report;http://www.agrostandard.ro/trustul-ingleby-11-000-de-hectare-de-teren-in-timis-si-caras-severin-7-300-de-hectare-de-padure-in-arges-si-dambovita-investitie-35-mil-euro/#more-410;uploads/agrostandardrotrustul-ingleby-11-000-de-hectare-de-teren-in-timis-si-caras-severin-7-300-de-hectare-de-padure-in-arges-si-dambovita-investitie-35-mil-euromore-410.pdf;;2013-05-11;AGROstandard;;;;;Information about the transaction between Ingleby and Dangro Invest.
XqnqIwQx;981;Company sources;;uploads/endangroinvestcomfiles2012_05_30_financial_statement_2011_dangro_invest_engpdf.pdf;;2011;;;;;;Annual report of Dangro Invest, where appear the sell of 1105 ha of lands.
mUodKW_n;981;Company sources;https://regnskaber.cvrapi.dk/54000603/Y3ZyLmRrOi8vcGRmcy8zMDYwMDA0NTtBL1M0MDI5MzI7MjAxMzA3MDE7MjAxNDA2MzA7UjtS.pdf;uploads/annual-report_14_15_CUXD7k9.pdf;;2014;;;;;;Annual report for 1 July 2013- 30 June 2014
vDayN4rN;981;Media report;https://www.economica.net/noii-latifundiari-ai-romaniei-danezii-de-la-ingelby-urca-in-clasament-pana-pe-locul-patru_155153.html?__cf_chl_managed_tk__=pmd_15d07314246cc7ed17720301751b25dd7390bfcd-1627992676-0-gqNtZGzNA2KjcnBszQ8O;uploads/romanias-new-landowners_-the-danes-from-ingelby-rise-in-the-ranking-to-the-fourth-place_bi0VXoQ.pdf;Romania's new landowners: the Danes from Ingelby rise in the ranking to the fourth place;2018-06-27;;;;;;About all the company's land investments in Romania
iSniJrQ0;981;Company sources;https://issuu.com/inglebyfarms/docs/ingleby_farms_sustainability_report_2021-2022;uploads/Ingleby Farms_Sustainability Report 2021-2022_4kYNFjW.pdf;FARMING WITH NATURE Sustainability report 2021/22;2022;;;;;;
tuISN8X9;1003;Company sources;http://www.agrokultura.com/uploads/alpa_2011ar_eng_secured.pdf;uploads/agrokulturacomuploadsalpa_2011ar_eng_securedpdf.pdf;;2011-12-01;;;;;;annual report 2011
ALS4fUgR;1003;Company sources;http://www.agrokultura.com/uploads/alpaar2012eng%5B0%5D.pdf;uploads/annual-report-2012.pdf;;2012-12-01;;;;;;annual report 2012
kQkFnrJR;1003;Media report;https://www.agroinvestor.ru/companies/news/20891-agrokultura-pomenyalas-aktivami-s-mkhp/;uploads/.png;;;;;;;;Media report about new investor
zt0OP6gb;1003;Company sources;http://doc.morningstar.com/document/ddeaad2cea8108f9e6c28ee9083df5c1.msdoc/?clientid=ajbell&key=805803a4ca9fc338;uploads/docmorningstarcomdocumentddeaad2cea8108f9e6c28ee9083df5c1msdocclientidajbellkey805803a4ca9fc338.pdf;;2014-12-31;;;;;;
MrOQT2yo;1003;Company sources;http://agrokultura.com/;uploads/agrokulturacom.pdf;;;;;;;;"company's website; accessed: 2016-01-12"
6yF0p23R;1003;Media report;https://top68.ru/news/120609-generalnyy-direktor-ooo-dina-viktor-biryukov-problemy-selchan-vosprinimayu-kak-svoi;uploads/_-68.pdf;;;;;;;;Media report about the operating company
e6Uw-F4r;1003;Government sources;https://egrul.nalog.ru/index.html;uploads/ul-1026800953970-20210430134954.pdf;;;;;;;;Extract from the Unified State Register of Legal Entities
Aw-DO0kV;1003;Government sources;https://egrul.nalog.ru/index.html;uploads/ul-1157232009065-20210430143616.pdf;;;;;;;;Extract from the Unified State Register of Legal Entities (LLC Yenisey)
F1zaJsf_;1004;Company sources;http://www.agrokultura.com/uploads/alpaar2012eng[0].pdf;uploads/agrokulturacomuploadsalpaar2012eng0pdf.pdf;Aplcot Agro -Annual report;2012;;;;;;
tLq4igGx;1004;Media report;https://top68.ru/news/120609-generalnyy-direktor-ooo-dina-viktor-biryukov-problemy-selchan-vosprinimayu-kak-svoi;uploads/Генеральный директор ООО «Дина» Виктор Бирюков_ «Проблемы сельчан воспринимаю как свои».pdf;Генеральный директор ООО «Дина» Виктор Бирюков: «Проблемы сельчан воспринимаю как свои»;2020-12-09;;;;;;
TbpnmV3e;1004;Company sources;https://prodimex-agro.ru/;uploads/Продимекс Агро_csZ93Pm.pdf;;2025-07-16;;;;;;
nRCoeCS9;1004;Company sources;http://news.cision.com/agrokultura/r/alpcot-agro-ab-is-expanding-rapidly-and-now-controls-108-700-hectares-,c333949;uploads/newscisioncomagrokulturaralpcot-agro-ab-is-expanding-rapidly-and-now-controls-108-700-hectares-c333949.pdf;Alpcot Agro AB is expanding rapidly and now controls 108 700 hectares.;2008-02-25;;;;;;
hfq7GYMB;1004;Company sources;http://news.cision.com/agrokultura/r/final-harvest-report-2011,c9204574;uploads/newscisioncomagrokulturarfinal-harvest-report-2011c9204574.pdf;Final Harvest Report 2011;2012-01-09;;;;;;
xEWQ4vQR;1004;Media report;https://www.agroinvestor.ru/rating/article/28698-lidery-rossiyskoy-pashni-top-22-agrokholdingov/;uploads/Лидеры российской пашни_T57lnzk. Топ-22 агрохолдингов по землям в обработке — Журнал «Агроинвестор» – Агроинвестор.pdf;Лидеры российской пашни. Топ-22 агрохолдингов по землям в обработке;2017-10-11;;;;;;Media report about the chain of owners
vBw53flV;1004;Government sources;https://egrul.nalog.ru/index.html;uploads/ul-1026800953970-20250716131221.pdf;;2025-07-16;;;;;;Governmental info about the operating company. The date of access to the website is indicated
Gif4aR_o;1004;Company sources;https://prodimex.ru/agriculture;uploads/Сельское хозяйство_compressed (1)_DTy4sbp.pdf;;2025-07-16;;;;;;The date of access to the website is indicated
GryURS2C;1004;Other;https://www.rusprofile.ru/id/4351050;uploads/ООО _Агрофирма _Тамбовская_ Песчаное (ИНН 6813006592).pdf;;2025-07-16;;;;;;Agrofirm Tambovskaya becoming part of Dina LLC. The date of access to the website is indicated
ne2E-1Cd;1005;Media report;http://farmlandgrab.org/2477;uploads/farmlandgraborg2477.pdf;Alpcot Agro: Half yearly report;2008-08-28;;;;;;
p6SSoy1j;1005;Media report;https://www.vipvkurske.com/articles/2630/;uploads/Издательский дом VIP-МедиаГрупп.pdf;;2019-05;;;;;;Media report about the operating company
XzgHR0Ff;1005;Company sources;http://www.agrokultura.com/uploads/alpaar2012eng[0].pdf;uploads/agrokulturacomuploadsalpaar2012eng0pdf.pdf;Aplcot Annual report ;2012;;;;;;Agrokultura 2012 annual report
mNusP2MD;1005;Company sources;http://doc.morningstar.com/document/ddeaad2cea8108f9e6c28ee9083df5c1.msdoc/?clientid=ajbell&key=805803a4ca9fc338;uploads/ddeaad2cea8108f9e6c28ee9083df5c1.msdoc.pdf;AGROKULTURA FULL YEAR INTERIM RESULT – A SWING IN NET PROFITABILITY OF SEK 283 MILLION ;2014-12-31;;;;;;
u6kLb3_A;1005;Media report;https://www.agroinvestor.ru/rating/article/28698-lidery-rossiyskoy-pashni-top-22-agrokholdingov/;uploads/Лидеры российской пашни. Топ-22 агрохолдингов по землям в обработке — Журнал «Агроинвестор» – Агроинвестор.pdf;Лидеры российской пашни. Топ-22 агрохолдингов по землям в обработке;2017-10-11;;;;;;Media report about changed investor
XXH_sIHX;1005;Government sources;https://egrul.nalog.ru/index.html;uploads/ul-1074632025731-20210511155931.pdf;;2021-05-11;;;;;;Info about operating company. The date of access to the website is indicated
lYSuZqrA;1005;Other;https://www.list-org.com/company/5125438;uploads/ООО _АГРОКУЛЬТУРА КУРСК_, ИНН 4632088230.pdf;;2025-07-17;;;;;;Info about operating company from the national data aggregator. The date of access to the website is indicated
340GC7xy;1005;Government sources;https://57.fsvps.gov.ru/news/ooo-agrokultura-kursk-ne-ispolnilo-predpisanie-upravlenija-rosselhoznadzora/;uploads/ООО «Агрокультура Курск» не исполнило предписание Управления Россельхознадзора _ 57 ТУ по Орловской и Курской областям.pdf;ООО «Агрокультура Курск» не исполнило предписание Управления Россельхознадзора;2024-10-04;;;;;;
0oSYVI0O;1005;Company sources;https://prodimex-agro.ru/#company;uploads/Продимекс Агро.pdf;;2025-07-15;;;;;;General info about the holding. The date of access to the website is indicated
07dIV49o;1006;Company sources;http://www.agrokultura.com/uploads/kaliningrad290810.pdf;uploads/agrokulturacomuploadskaliningrad290810pdf.pdf;;2010-09-02;;;;;;Company website
ntx2HoT4;1006;Company sources;http://www.agrokultura.com/;uploads/agrokulturacom.pdf;;;;;;;;accessed: 2016-01-12
ndw24yyk;1006;Company sources;https://www.avanza.se/avanzabank/kampanjer/cf/2014/prospekt/Offer%20document.PDF;uploads/savanzaseavanzabankkampanjercf2014prospektoffer20documentpdf.pdf;;2014-08-24;;;;;;
9-hOdxlp;1006;Company sources;http://news.cision.com/agrokultura/r/final-harvest-report-2011,c9204574;uploads/newscisioncomagrokulturarfinal-harvest-report-2011c9204574.pdf;;2012-01-09;;;;;;
Nbi1s8nt;1006;Media report;https://www.vedomosti.ru/business/articles/2014/10/23/kto-skupil-agrokulturu;uploads/17_UoMkCCV.pdf;;2014;;;;;;Prodimex holding buying Agrokultura
lukZe6jb;1011;Company sources;http://www.ppfgroup.nl/index.php/en/history;uploads/ppfgroupnlindexphpenhistory.pdf;;2016-01-01;;;;;;
ky-9nx7p;1011;Company sources;http://www.ravagro.ru/en/o-nas/struktura/otdel-rastenievodstva/vyrashhivaemye-kultury;uploads/RAV.pdf;;;;;;;;
yecAxQhn;1011;Media report;http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=49138897;uploads/investingbusinessweekcomresearchstocksprivatesnapshotaspprivcapid49138897.pdf;;;;;;;;
gXQxh1AS;1011;Company sources;http://www.ppf.eu/files/ppf-aj-new.pdf;uploads/ppfeufilesppf-aj-newpdf.pdf;;2014-12-31;;;;;;
Y0unFPyf;1011;Research Paper / Policy Report;http://eastagri.org/files/agrifunds.pdf;uploads/eastagriorgfilesagrifundspdf.pdf;;2013-01-01;;;;;;
AxOVbgvu;1011;Media report;http://farmlandgrab.org/8029;uploads/farmlandgrab.org _ Sociétés russes et étrangères investissent activement dans les terres agricoles en Russie.pdf;;;;;;;;
_39g_pOk;1011;Media report;http://investing.businessweek.com/research/stocks/private/snapshot.asp?privcapId=13291106;uploads/investingbusinessweekcomresearchstocksprivatesnapshotaspprivcapid13291106.pdf;;;;;;;;
rprZKRr8;1011;Media report;https://www.forbes.ru/milliardery/307799-milliardy-ot-sokhi-kak-inostrantsy-investiruyut-v-rossiiskoe-selskoe-khozyaistvo;uploads/Миллиарды от сохи_ как иностранцы инвестируют в российское сельское хозяйство _ Forbes.ru.pdf;;2015-12-11;;;;;;
u1PfL74Z;1011;Government sources;https://egrul.nalog.ru/index.html;uploads/rav-agro-pro.pdf;;;;;;;;Government sources about the operating company.
_J8wekBd;1011;Government sources;https://egrul.nalog.ru/index.html;uploads/rav-agro.pdf;;;;;;;;Government sources about the parent company.
A9xC9Cf6;1011;Company sources;http://ravagro.ru/category/novosti;uploads/_-jjc-_rav-agro-pro_.pdf;;;;;;;;
xW01tA1y;1011;Other;https://www.list-org.com/company/252986;uploads/ООО _РАВ АГРО ПРО_, ИНН 3625008070_MGMz958.pdf;;;;;;;;Operating company profile attained from the unofficial registry of industries and companies.
